jour,0000,0001,0002,0003,0006,0004,0005,0007,autre
0,4,469,23,16,80,109,60,22,4
1,561,54,17,15,9,61,53,12,4
2,51,53,453,33,11,70,49,60,4
3,50,193,240,100,40,58,50,36,4
4,28,248,208,100,47,58,46,29,5
5,16,287,166,104,54,57,52,27,2
6,27,328,128,95,61,50,42,26,2
7,18,342,118,82,72,50,34,25,1
8,17,364,103,58,82,43,37,19,1
9,10,354,94,48,82,40,31,16,1
10,11,309,87,44,68,38,27,14,1
11,5,272,83,40,63,35,31,14,1
12,7,240,70,33,54,31,32,12,0
13,9,210,66,31,49,30,28,15,0
14,2,194,62,35,45,29,24,14,0
15,14,166,56,28,42,26,24,14,0
16,15,138,55,25,34,22,18,17,0
17,9,124,54,16,30,22,16,22,0
18,5,114,49,14,26,28,13,21,0
19,6,108,44,13,23,28,13,17,1
20,3,100,43,8,20,24,13,20,1
21,6,84,41,10,17,23,10,19,1
22,4,75,38,11,16,22,6,22,0
23,3,69,40,12,12,20,6,19,0
24,5,60,35,8,16,15,7,21,0
25,4,50,34,7,17,14,9,21,0
26,1,43,38,7,15,15,8,21,0
27,5,42,32,8,15,15,5,21,0
28,3,42,31,5,14,12,7,20,0
29,2,39,32,6,12,12,4,20,0
30,0,36,32,6,9,12,4,21,0
31,2,34,27,5,10,10,4,22,0
32,1,36,26,4,9,10,3,22,0
33,3,34,24,5,10,7,3,21,0
34,0,32,26,3,10,8,4,19,0
35,2,30,24,3,9,7,3,18,0
36,0,26,24,2,9,7,3,18,0
37,0,20,24,1,10,6,2,17,0
38,2,20,20,3,10,4,2,16,0
39,0,19,19,3,10,5,1,15,0
40,2,17,17,4,8,4,1,15,0
41,2,16,18,4,6,4,1,15,0
42,1,15,18,4,7,4,1,15,0
43,1,13,17,4,7,4,2,15,0
44,0,12,16,6,6,4,2,14,0
45,1,8,15,6,6,4,2,14,0
46,0,7,16,6,6,5,1,13,0
47,1,8,15,5,4,5,0,12,0
48,1,7,15,5,3,5,0,11,0
49,0,8,15,5,3,5,0,9,0
50,1,8,14,4,2,6,0,8,0
51,1,9,14,2,2,5,0,9,0
52,0,8,15,2,2,5,0,8,0
53,0,7,14,3,2,5,1,6,1
54,0,6,12,3,2,5,1,7,0
55,1,6,11,3,2,3,1,7,0
56,0,5,11,2,1,2,1,7,0
57,0,6,10,2,0,2,1,7,0
58,0,6,9,2,0,2,1,7,0
59,1,7,9,1,0,1,0,6,0
60,0,7,10,1,0,1,0,6,0
61,0,7,10,1,0,1,0,5,0
62,0,7,7,1,0,1,1,6,0
63,0,6,7,1,0,1,1,4,0
64,1,5,7,1,0,1,1,4,0
65,0,5,7,2,0,1,1,4,0
66,0,5,6,2,0,1,1,4,0
67,0,4,6,1,0,2,0,3,0
68,1,4,6,0,0,2,0,3,0
69,0,4,6,1,0,2,0,3,0
70,0,4,7,1,0,2,0,2,0
71,0,4,6,1,0,2,0,3,0
72,1,2,6,0,0,2,0,3,0
73,0,2,6,1,0,2,0,3,0
74,0,2,6,1,0,1,0,3,0
75,0,2,6,1,0,1,0,3,0
76,0,2,6,1,0,1,0,3,0
77,1,3,5,0,0,1,0,3,0
78,0,3,6,0,0,1,0,3,0
79,0,3,6,0,0,1,0,3,0
80,0,3,6,0,0,1,0,3,0
81,0,3,6,0,0,1,0,3,0
82,0,3,4,1,0,1,0,4,0
83,1,3,3,1,0,1,1,3,0
84,0,3,4,1,0,1,1,2,0
85,0,3,4,1,0,1,1,1,0
86,0,3,3,1,0,1,2,1,0
87,1,3,2,1,0,1,2,1,0
88,0,3,3,1,0,1,2,1,0
89,0,3,3,1,0,1,1,2,0
90,0,4,2,1,0,1,1,2,0
